Name,Rank,Country,Childrens,Age,Industry,NetWorth,Source,Citizenship,Education,Self_made,Status,Residence
Mustafa Kucuk,1517,Turkey,3,57,Fashion & Retail,$2.1 B,fashion retail,Turkey,,True,Married,"Istanbul, Turkey"
Mustafa Rahmi Koc,1362,Turkey,3,90,Diversified,$2.3 B,diversified,Turkey,"Bachelor of Arts/Science, Johns Hopkins University",False,Divorced,"Istanbul, Turkey"
Myron Wentz,1931,St. Kitts and Nevis,3,81,Fashion & Retail,$1.6 B,health products,St. Kitts and Nevis,,True,Married,"Grand Cayman, Cayman Islands"
N. Murray Edwards,1750,Canada,0,61,Energy,$1.8 B,oil & gas,,,,,
N.R. Narayana Murthy,859,India,2,74,Technology,$3.5 B,software services,India,"Master of Science, Indian Institute of Technology",True,Married,"Bangalore, India"
Nadir Godrej,1299,India,3,70,Diversified,$2.4 B,consumer goods,India,"Master of Business Administration, Harvard Business School; Bachelor of Science in Engineering, Massachusetts Institute of Technology; Master of Science in Engineering, Stanford University",False,Married,"Mumbai, India"
Naguib Sawiris,956,Egypt,4,66,Telecom,$3.2 B,telecom,Egypt,"Bachelor of Arts/Science, Swiss Federal Polytechnical Institute; Master of Science, Swiss Federal Polytechnical Institute",False,Married,"Cairo, Egypt"
Najib Mikati,1249,Lebanon,3,65,Telecom,$2.5 B,telecom,Lebanon,"Bachelor of Arts/Science, American University of Beirut, Lebanon; Master of Business Administration, American University of Beirut, Lebanon",True,Married,"Beirut, Lebanon"
Nan Cunhui,1174,China,0,57,Manufacturing,$2.7 B,power equipment,China,,True,Married,"Wenzhou, China"
Nancy Lerner,2524,United States,5,60,Finance & Investments,$1.1 B,"banking, credit cards",United States,"Doctor of Jurisprudence, Cleveland State University; Bachelor of Arts/Science, University of Cincinnati",False,Married,"Cleveland, Ohio"
Nancy Walton Laurie,334,United States,1,69,Fashion & Retail,$7.5 B,Walmart,United States,"Bachelor of Arts/Science, University of Memphis",False,Married,"Henderson, Nevada"
Nandan Nilekani,1249,India,2,65,Technology,$2.5 B,software services,India,"Bachelor of Arts/Science, Indian Institute of Technology",True,Married,"Bangalore, India"
Naomi Azrieli,2524,Canada,0,55,Real Estate,$1.1 B,Real estate,Canada,,False,,"Toronto, Canada"
Narendrakumar Parekh,1833,India,3,82,Manufacturing,$1.7 B,adhesives,India,,False,Married,"Mumbai, India"
Nassef Sawiris,297,Egypt,4,60,Construction & Engineering,$8.3 B,"construction, investments",Egypt,"Bachelor of Arts/Science, University of Chicago",False,Married,"Cairo, Egypt"
Nathan Blecharczyk,177,United States,2,37,Technology,$12.4 B,Airbnb,United States,"Bachelor of Arts/Science, Harvard University",True,Married,"San Francisco, California"
Nathan Kirsh,608,Eswatini (Swaziland),3,89,Fashion & Retail,$4.7 B,"retail, real estate",Eswatini (Swaziland),"Bachelor of Arts/Science, University of Witwatersrand",True,Married,"Ezulwini, Eswatini (Swaziland)"
Neal Blue & family,925,United States,0,86,Manufacturing,$3.3 B,defense,United States,"Bachelor of Arts/Science, Yale University",True,Widowed,"San Diego, California"
Neerja Sethi,2524,United States,2,66,Technology,$1.1 B,"IT consulting, outsourcing",United States,"Bachelor of Arts/Science, Delhi University; Master of Business Administration, Delhi University; Master of Science, Oakland University",True,Married,"Fisher Island, Florida"
Neil Bluhm,486,United States,3,83,Real Estate,$5.7 B,real estate,United States,"Doctor of Jurisprudence, Northwestern University; Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",True,Divorced,"Chicago, Illinois"
Neil Shen,539,China,0,53,Finance & Investments,$5.2 B,venture capital,China,"Bachelor of Arts/Science, Shanghai Jiaotong University; Master of Arts, Yale University",True,Married,"Hong Kong, China"
Nelson Peltz,1931,United States,10,78,Finance & Investments,$1.6 B,investments,United States,"Drop Out, University of Pennsylvania, The Wharton School",True,Married,"Bedford, New York"
Nerio Alessandri,2263,Italy,2,59,Manufacturing,$1.3 B,gym equipment,Italy,,True,Married,"Cesena, Italy"
Nguyen Dang Quang,2378,Vietnam,3,57,Food & Beverage,$1.2 B,"consumer products, banking",Vietnam,,True,Married,"Ho Chi Minh City, Vietnam"
Nguyen Thi Phuong Thao,1111,Vietnam,4,50,Diversified,$2.8 B,airlines,Vietnam,,True,Married,"Ho Chi Minh City, Vietnam"
Ni Zugen,1931,China,0,64,Manufacturing,$1.6 B,appliances,China,,True,Married,"Suzhou, China"
Nicholas Pritzker,1833,United States,4,77,Finance & Investments,$1.7 B,"hotels, investments",United States,"Bachelor of Arts/Science, Lake Forest College; Doctor of Jurisprudence, University of Chicago",False,Married,"Nicasio, California"
Nick Caporella,655,United States,4,85,Food & Beverage,$4.4 B,beverages,United States,,True,Married,"Plantation, Florida"
Nick Molnar,1750,Australia,0,30,Finance & Investments,$1.8 B,fintech,Australia,"Bachelor of Commerce, University of Sydney",True,Married,"Sydney, Australia"
Nicky Oppenheimer & family,308,South Africa,1,75,Metals & Mining,$8 B,diamonds,South Africa,"Bachelor of Arts/Science, Oxford U Christ Church; Master of Arts, Oxford U Christ Church",False,Married,"Johannesburg, South Africa"
Nicola Bulgari,1664,Italy,4,80,Fashion & Retail,$1.9 B,luxury goods,Italy,"Diploma, High School",False,,"Rome, Italy"
Nicola Leibinger-Kammueller,1580,Germany,4,61,Manufacturing,$2 B,manufacturing,Germany,,False,Married,"Berlin, Germany"
Nicolas Berggruen,1833,United States,0,59,Finance & Investments,$1.7 B,investments,United States,"Bachelor of Arts/Science, New York University",False,Single,"Beverly Hills, California"
Nicolas Puech,486,France,0,78,Fashion & Retail,$5.7 B,Hermes,France,,False,,"Martigny, Switzerland"
Nie Tengyun & family,986,China,0,45,Service,$3.1 B,logistics,China,,True,Married,"Shanghai, China"
Niels Peter Louis-Hansen,304,Denmark,1,73,Healthcare,$8.2 B,medical devices,Denmark,,False,Married,"Humlebaek, Denmark"
Nigel Austin,2141,Australia,6,50,Fashion & Retail,$1.4 B,retail,Australia,,True,Married,"Melbourne, Australia"
Nihat Ozdemir,1362,Turkey,2,71,Diversified,$2.3 B,diversified,Turkey,,True,Widowed,"Ankara, Turkey"
Nik Storonsky,2378,United Kingdom,2,36,Technology,$1.2 B,fintech,United Kingdom,"Master of Science, Moscow Institute of Physics and Technology",True,Married,"London, United Kingdom"
Nikolai Buinov,1444,Russia,2,53,Energy,$2.2 B,"oil, gas",Russia,,True,Married,"Irkutsk, Russia"
Niraj Shah,831,United States,2,47,Technology,$3.6 B,online retail,United States,"Bachelor of Science in Engineering, Cornell University",True,Married,"Boston, Massachusetts"
Niranjan Hiranandani,1931,India,2,71,Real Estate,$1.6 B,real estate,India,"Bachelor of Arts/Science, University of Bombay",True,Married,"Mumbai, India"
Nirmal Minda,2141,India,2,63,Automotive,$1.4 B,auto parts,India,,False,Married,"Gurgaon, India"
Niti Osathanugrah,2035,Thailand,0,47,Finance & Investments,$1.5 B,"energy drinks,investments",Thailand,,False,Married,"Bangkok, Thailand"
Noam Gottesman,1362,United States,4,59,Finance & Investments,$2.3 B,hedge funds,United States,"Bachelor of Arts/Science, Columbia University",True,Married,"New York, New York"
Nobutada Saji,2263,Japan,0,75,Food & Beverage,$1.3 B,beverages,Japan,"Master of Business Administration, Anderson School of Management",False,Married,"Tokyo, Japan"
Nobutoshi Shimamura,2141,Japan,3,95,Fashion & Retail,$1.4 B,retail,Japan,,True,Married,"Saitama, Japan"
Norbert Dentressangle,1931,France,0,66,Logistics,$1.6 B,"transport, logistics",France,,True,Married,"Lyon, France"
Norma Lerner,2524,United States,2,85,Finance & Investments,$1.1 B,banking,United States,,False,Widowed,"Cleveland, Ohio"
Norman Braman,1111,United States,2,88,Automotive,$2.8 B,"art, car dealerships",United States,"Bachelor of Arts/Science, Temple University",True,Married,"Miami, Florida"
Noubar Afeyan,1664,United States,0,58,Healthcare,$1.9 B,biotech,United States,"Ph.D, Massachusetts Institute of Technology; Bachelor of Science, McGill Univeristy",True,Married,"Lexington, Massachusetts"
Nusli Wadia,775,India,2,77,Food & Beverage,$3.8 B,consumer goods,India,,False,Married,"Mumbai, India"
Nutchamai Thanombooncharoen,2378,Thailand,2,59,Food & Beverage,$1.2 B,energy drinks,Thailand,"Bachelor of Arts/Economics, Silpakorn University; Master of Arts, Thammasat University",True,Married,"Bangkok, Thailand"
O. Francis Biondi,1750,United States,0,56,Finance & Investments,$1.8 B,hedge funds,,,,,
Odd Reitan & family,440,Norway,2,69,Fashion & Retail,$6.1 B,"retail, real estate",Norway,,False,Married,"Trondheim, Norway"
Oei Hong Leong,1750,Singapore,4,73,Finance & Investments,$1.8 B,investments,Singapore,,False,Married,"Singapore, Singapore"
Oleg Boyko,2263,Russia,0,56,Diversified,$1.3 B,diversified,Russia,"Master of Science, Moscow Aviation University; Master of Business Administration, Russian National Academy of National Economy and Public Administration",True,Single,"Lipperswil, Switzerland"
Oleg Deripaska,775,Russia,2,53,Metals & Mining,$3.8 B,"aluminum, utilities",Russia,"Bachelor of Arts/Science, Moscow State University",True,Divorced,"Moscow, Russia"
Oleg Tinkov,608,Russia,3,53,Finance & Investments,$4.7 B,banking,Russia,"Diploma, University of California, Berkeley",True,Married,"Moscow, Russia"
Oliver Samwer,2141,Germany,3,47,Technology,$1.4 B,tech investments,Germany,"Bachelor of Arts/Science, WHU - Otto Beisheim School of Management",True,Married,"Munich, Germany"
Olivier Pomel,1664,France,0,44,Technology,$1.9 B,cloud computing,France,"Master, Ecole centrale de Paris",True,Married,"New York, New York"
Oprah Winfrey,1174,United States,0,67,Media & Entertainment,$2.7 B,TV shows,United States,"Bachelor of Arts/Science, Tennessee State University",True,In Relationship,"Montecito, California"
Or Wai Sheun,1008,Hong Kong,2,69,Real Estate,$3 B,real estate,Hong Kong,,True,Married,"Hong Kong, Hong Kong"
Orion Hindawi,1580,United States,2,41,Technology,$2 B,software,United States,"Drop Out, University of California, Berkeley",True,Married,"Seattle, Washington"
Orlando Bravo,655,United States,3,50,Finance & Investments,$4.4 B,private equity,United States,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University",True,Married,"Miami Beach, Florida"
Osman Kibar,1064,United States,4,50,Healthcare,$2.9 B,biotech,United States,"Bachelor of Arts/Science, California Institute of Technology; Bachelor of Arts/Science, Pomona College; Master of Science, University of California, San Diego; Ph.D, University of California, San Diego",True,Married,"La Jolla, California"
Othman Benjelloun & family,2263,Morocco,2,88,Finance & Investments,$1.3 B,"banking, insurance",Morocco,"Diploma, Ecole Polytechnique de Lausanne",False,Married,"Casablanca, Morocco"
Otto Happel,956,Germany,6,73,Construction & Engineering,$3.2 B,engineering,Germany,,False,Married,"Luzerne, Switzerland"
Otto Philipp Braun,986,Germany,0,43,Healthcare,$3.1 B,medical technology,Germany,,False,,"Melsungen, Germany"
Ou Xueming,2524,China,0,72,Real Estate,$1.1 B,real estate,China,,True,,"Foshan, China"
Ou Zongrong & family,1174,China,0,57,Real Estate,$2.7 B,real estate,China,,True,,"Shanghai, China"
P.P. Reddy,1931,India,2,63,Construction & Engineering,$1.6 B,infrastructure,India,,True,Married,"Hyderabad, India"
P.V. Ramprasad Reddy,1008,India,2,63,Healthcare,$3 B,pharmaceuticals,India,,True,Married,"Hyderabad, India"
P.V.Krishna Reddy,2035,India,2,51,Construction & Engineering,$1.5 B,infrastructure,India,,True,Married,"Hyderabad, India"
Pablo Legorreta,1064,United States,2,57,Finance & Investments,$2.9 B,investments,United States,"Bachelor of Science in Engineering, Universidad Iberoamericana",True,Married,"Sag Harbor, New York"
Pallonji Mistry,140,Ireland,4,91,Construction & Engineering,$14.6 B,construction,Ireland,,False,Married,"Mumbai, India"
Pamela Mars,316,United States,3,60,Food & Beverage,$7.8 B,"candy, pet food",United States,"Bachelor of Arts/Science, Vassar College",False,Married,"Alexandria, Virginia"
Pan Dong,297,Canada,0,56,Fashion & Retail,$8.3 B,consumer goods,Canada,"Master of Business Administration, Lawrence Technological University; Bachelor of Science, Wuhan University; Master, Wuhan University",True,Married,"Hong Kong, Hong Kong"
Pan Gang,1931,China,0,50,Food & Beverage,$1.6 B,dairy,China,,True,,"Hohhot, China"
Pan Laican,680,China,0,,Food & Beverage,$4.2 B,soy sauce,China,,True,,"foshan, China"
Pang Kang,57,China,0,65,Food & Beverage,$26.4 B,soy sauce,China,,True,,"Foshan, China"
Pankaj Patel,561,India,2,68,Healthcare,$5 B,pharmaceuticals,India,"Bachelor of Arts/Science, Gujarat University; Master of Science, Gujarat University",False,Married,"Ahmedabad, India"
Pansy Ho,665,Hong Kong,0,58,Gambling & Casinos,$4.3 B,casinos,Hong Kong,"Bachelor of Arts/Science, University of Santa Clara",False,Divorced,"Hong Kong, Hong Kong"
Paolo & Gianfelice Mario Rocca,807,Italy,0,,Metals & Mining,$3.7 B,pipe manufacturing,Italy,"Certificate, Harvard Business School",False,,"Buenos Aires, Argentina"
Paolo Bulgari,2035,Italy,0,83,Fashion & Retail,$1.5 B,luxury goods,Italy,,False,,"Rome, Italy"
Pat Stryker,1008,United States,3,65,Healthcare,$3 B,medical equipment,United States,"Drop Out, University of Northern Colorado",False,Divorced,"Fort Collins, Colorado"
Patrice Motsepe,1064,South Africa,3,59,Metals & Mining,$2.9 B,mining,South Africa,,True,Married,"Johannesburg, South Africa"
Patricia Angelini Rossi,1931,Chile,3,67,Diversified,$1.6 B,"forestry, mining",Chile,,False,Married,"Santiago, Chile"
Patrick Collison,956,Ireland,0,32,Technology,$3.2 B,payment software,Ireland,"Drop Out, Massachusetts Institute of Technology",True,Engaged,"San Francisco, California"
Patrick Drahi,186,France,4,57,Telecom,$11.8 B,telecom,France,,True,Married,"Zermatt, Switzerland"
Patrick Hanrahan,1833,United States,0,65,Technology,$1.7 B,software,United States,"Bachelor of Science, University of Wisconsin Madison; Ph.D, University of Wisconsin Madison",True,,"Portola Valley, California"
Patrick Lee,550,Hong Kong,5,79,Manufacturing,$5.1 B,paper,Hong Kong,,True,Married,"Hong Kong, Hong Kong"
Patrick Ryan,891,United States,3,83,Finance & Investments,$3.4 B,insurance,United States,"Bachelor of Arts/Science, Northwestern University",True,Married,"Winnetka, Illinois"
Patrick Soon-Shiong,334,United States,2,68,Healthcare,$7.5 B,pharmaceuticals,United States,"Master of Science, University of British Columbia; Bachelor of Arts/Science, University of Witwatersrand; Medical Doctor, University of Witwatersrand",True,Married,"Los Angeles, California"
Patrick Zalupski,2263,United States,2,40,Real Estate,$1.3 B,homebuilding,United States,"Bachelor of Science, Stetson University",True,Married,"Jacksonville, Florida"
Patrizio Bertelli,622,Italy,2,75,Fashion & Retail,$4.6 B,luxury goods,Italy,"Master of Business Administration, University of Florence",True,Married,"Milan, Italy"
Patrizio Vinciarelli,1664,United States,0,74,Technology,$1.9 B,electronic components,United States,"Ph.D, La Sapienza University of Rome",True,Divorced,"Boston, Massachusetts"
Paul Fireman,2524,United States,3,77,Fashion & Retail,$1.1 B,Reebok,United States,,True,Married,"Brookline, Massachusetts"
Paul Foster,1833,United States,2,63,Energy,$1.7 B,oil refining,United States,"Bachelor of Arts/Science, Baylor University",True,Married,"El Paso, Texas"
Paul Gauselmann & family,752,Germany,4,86,Gambling & Casinos,$3.9 B,gambling,Germany,,True,Married,"Espelkamp, Germany"
Paul Sciarra,1064,United States,0,40,Technology,$2.9 B,Pinterest,United States,"Bachelor of Arts/Science, Yale University",True,Married,"San Francisco, California"
Paul Singer,665,United States,0,76,Finance & Investments,$4.3 B,hedge funds,United States,"Doctor of Jurisprudence, Harvard University; Bachelor of Arts/Science, University of Rochester",True,In Relationship,"New York, New York"
"Paul Tudor Jones, II.",369,United States,4,66,Finance & Investments,$7 B,hedge funds,United States,"Bachelor of Arts/Science, University of Virginia",True,Married,"Palm Beach, Florida"
Paul Xiaoming Lee & family,727,United States,0,63,Manufacturing,$4 B,packaging,United States,"Master of Science, University of Massachusetts",True,Married,"Yuxi, China"
Paul-Heinz Wesjohann & family,622,Germany,4,77,Food & Beverage,$4.6 B,chicken processing,Germany,,True,Married,"Rechterfeld, Germany"
Pauline MacMillan Keinath,418,United States,4,87,Food & Beverage,$6.4 B,Cargill,United States,,False,Married,"St. Louis, Missouri"
